transaction_id,amount,hour,day_of_week,merchant_category,distance_from_home_km,transactions_last_1hr,is_international,card_age_months,is_fraud
TXN131214,965.76,13,Wed,restaurant,0.35,0,0,26,0
TXN131215,455.9,19,Sat,restaurant,4.03,1,0,109,0
TXN131216,3454.25,8,Fri,utilities,23.95,1,0,67,0
TXN131217,1759.84,11,Wed,grocery,2.36,1,0,36,0
TXN131218,475.25,18,Fri,restaurant,28.17,1,0,14,0
TXN131219,5357.74,16,Mon,online_shopping,4.54,1,0,34,0
TXN131220,1368.69,8,Mon,restaurant,2.56,0,0,49,0
TXN131221,2822.52,17,Tue,grocery,1.84,3,0,83,0
TXN131222,1578.47,16,Wed,online_shopping,19.62,0,0,71,0
TXN131223,806.54,18,Sun,atm,0.77,2,0,31,0
TXN131224,519.5,16,Thu,online_shopping,22.36,0,0,33,0
TXN131225,684.64,16,Mon,grocery,3.32,0,0,63,0
TXN131226,1989.08,18,Thu,fuel,0.29,1,0,51,0
TXN131227,2024.46,8,Mon,online_shopping,8.19,1,0,41,0
TXN131228,2167.19,15,Thu,restaurant,14.1,0,0,91,0
TXN131229,275.79,18,Sat,grocery,0.06,0,0,58,0
TXN131230,1836.52,14,Sun,atm,8.6,0,0,10,0
TXN131231,2000.05,8,Mon,atm,9.09,2,0,48,0
TXN131232,1195.92,14,Wed,utilities,14.5,0,0,15,0
TXN131233,1233.83,13,Wed,online_shopping,0.24,0,0,51,0
TXN131234,792.65,13,Mon,online_shopping,5.71,1,0,115,0
TXN131235,1714.46,9,Tue,travel,11.47,0,0,101,0
TXN131236,530.83,15,Thu,online_shopping,2.94,0,0,32,0
TXN131237,707.19,21,Fri,grocery,2.51,0,0,60,0
TXN131238,1599.24,11,Fri,utilities,1.27,0,0,49,0
TXN131239,5606.8,9,Wed,online_shopping,4.87,2,0,97,0
TXN131240,1724.24,10,Sat,travel,1.86,1,0,92,0
TXN131241,2229.9,8,Mon,grocery,0.91,1,0,47,0
TXN131242,2564.19,11,Sun,fuel,8.83,0,0,99,0
TXN131243,1701.36,19,Sun,online_shopping,1.34,0,0,80,0
TXN131244,724.17,20,Thu,online_shopping,6.02,0,0,84,0
TXN131245,924.37,12,Tue,utilities,3.43,0,0,46,0
TXN131246,1616.93,10,Sun,travel,12.64,0,0,59,0
TXN131247,3317.0,17,Fri,utilities,0.36,0,0,43,0
TXN131248,3298.56,19,Fri,online_shopping,14.41,0,0,98,0
TXN131249,1010.19,13,Sat,restaurant,14.22,0,0,32,0
TXN131250,1519.78,12,Thu,restaurant,0.59,1,0,48,0
TXN131251,796.85,14,Wed,restaurant,3.73,0,0,60,0
TXN131252,514.13,9,Tue,online_shopping,1.42,0,0,100,0
TXN131253,3395.22,16,Wed,restaurant,17.08,0,0,38,0
TXN131254,992.22,21,Fri,fuel,15.16,0,0,47,0
TXN131255,2902.73,8,Mon,grocery,7.64,1,0,71,0
TXN131256,2380.44,9,Wed,grocery,21.51,0,0,96,0
TXN131257,1147.29,20,Sun,atm,1.26,1,0,24,0
TXN131258,2243.24,17,Sun,fuel,9.12,1,0,53,0
TXN131259,2189.17,18,Thu,online_shopping,7.96,0,1,53,0
TXN131260,1699.55,20,Mon,restaurant,2.88,0,0,115,0
TXN131261,1954.07,20,Sat,restaurant,5.2,0,0,105,0
TXN131262,750.38,10,Sat,restaurant,3.49,0,0,102,0
TXN131263,5219.72,23,Tue,travel,481.64,8,1,13,1
TXN131264,3171.58,9,Wed,grocery,10.87,1,0,19,0
TXN131265,1876.13,20,Tue,atm,11.73,1,0,13,0
TXN131266,3006.32,17,Sun,grocery,15.53,0,1,89,0
TXN131267,2665.27,15,Thu,utilities,6.89,2,0,97,0
TXN131268,1023.87,18,Wed,online_shopping,6.1,0,0,70,0
TXN131269,1028.47,10,Thu,atm,7.38,0,0,10,0
TXN131270,1849.03,16,Wed,fuel,0.86,1,0,82,0
TXN131271,4104.5,10,Sat,grocery,14.52,0,0,53,0
TXN131272,1084.85,17,Sun,grocery,1.2,0,0,60,0
TXN131273,4265.33,17,Sat,fuel,4.49,0,0,110,0
TXN131274,738.64,15,Mon,atm,7.14,1,0,39,0
TXN131275,1550.6,12,Sat,online_shopping,1.71,0,0,102,0
TXN131276,1081.8,17,Sun,grocery,12.84,0,0,23,0
TXN131277,547.76,11,Wed,restaurant,9.43,3,0,67,0
TXN131278,1289.04,14,Mon,utilities,11.81,1,0,43,0
TXN131279,2311.39,16,Thu,online_shopping,6.3,0,0,81,0
TXN131280,938.79,20,Fri,grocery,2.81,0,0,93,0
TXN131281,1532.07,18,Thu,online_shopping,14.73,2,1,9,0
TXN131282,4478.83,14,Thu,grocery,1.02,2,0,47,0
TXN131283,628.2,12,Mon,grocery,16.01,1,0,82,0
TXN131284,637.93,17,Wed,online_shopping,5.8,1,0,80,0
TXN131285,4037.64,19,Tue,restaurant,8.48,1,0,117,0
TXN131286,1316.65,10,Mon,restaurant,1.52,1,0,54,0
TXN131287,2241.32,12,Fri,online_shopping,6.51,1,0,92,0
TXN131288,923.24,12,Thu,online_shopping,3.64,1,0,25,0
TXN131289,1235.6,14,Tue,fuel,2.04,0,0,82,0
TXN131290,882.53,13,Mon,online_shopping,1.51,0,0,74,0
TXN131291,1275.89,21,Sat,restaurant,3.62,0,0,30,0
TXN131292,3921.34,18,Wed,restaurant,11.36,0,0,38,0
TXN131293,1600.43,12,Sat,grocery,9.42,0,0,87,0
TXN131294,1913.92,13,Tue,atm,30.8,0,1,60,0
TXN131295,978.01,17,Thu,restaurant,24.77,0,0,73,0
TXN131296,2608.1,19,Sat,grocery,6.8,0,0,107,0
TXN131297,737.13,9,Sat,grocery,17.36,0,0,7,0
TXN131298,4183.01,11,Tue,utilities,2.5,0,0,92,0
TXN131299,774.41,12,Tue,restaurant,10.4,1,1,91,0
TXN131300,5244.26,11,Fri,restaurant,6.38,1,0,49,0
TXN131301,480.68,16,Wed,online_shopping,8.76,0,0,54,0
TXN131302,2350.5,10,Sun,online_shopping,3.58,1,0,21,0
TXN131303,1368.24,17,Mon,restaurant,34.01,0,0,30,0
TXN131304,557.69,10,Fri,atm,13.81,0,0,97,0
TXN131305,2362.86,12,Wed,restaurant,7.18,1,0,85,0
TXN131306,3014.43,17,Sat,restaurant,9.75,0,0,118,0
TXN131307,1594.31,19,Sat,fuel,2.0,2,0,80,0
TXN131308,1095.85,20,Mon,restaurant,1.52,0,1,55,0
TXN131309,748.16,8,Wed,atm,11.35,0,0,23,0
TXN131310,1051.13,10,Wed,atm,1.66,2,0,23,0
TXN131311,2270.25,20,Fri,fuel,4.83,1,0,29,0
TXN131312,1481.96,18,Wed,grocery,3.78,0,0,63,0
TXN131313,2915.89,15,Wed,healthcare,0.03,1,0,83,0
TXN131314,2423.13,13,Fri,fuel,0.84,0,0,10,0
TXN131315,5040.21,15,Sat,online_shopping,7.96,0,0,22,0
TXN131316,372.22,13,Tue,online_shopping,15.15,0,0,84,0
TXN131317,1455.64,13,Sun,restaurant,3.56,1,0,68,0
TXN131318,2432.55,20,Fri,healthcare,0.5,0,0,91,0
TXN131319,9473.82,22,Tue,atm,296.38,5,1,5,1
TXN131320,2071.35,18,Sat,restaurant,6.48,1,0,15,0
TXN131321,1480.78,20,Tue,restaurant,0.91,0,0,100,0
TXN131322,4093.6,8,Wed,fuel,3.68,0,0,20,0
TXN131323,243.37,14,Sun,grocery,8.53,0,0,57,0
TXN131324,1090.77,20,Mon,grocery,1.58,1,0,63,0
TXN131325,2406.53,12,Tue,restaurant,2.23,0,0,88,0
TXN131326,1517.89,10,Sat,grocery,13.59,0,1,68,0
TXN131327,898.01,17,Fri,fuel,2.27,1,0,32,0
TXN131328,1066.41,10,Thu,online_shopping,2.74,0,0,71,0
TXN131329,1127.48,18,Sun,restaurant,9.01,0,0,119,0
TXN131330,794.79,16,Sat,travel,8.04,0,0,110,0
TXN131331,840.67,12,Wed,grocery,5.83,0,0,47,0
TXN131332,1139.5,21,Tue,grocery,13.74,0,0,26,0
TXN131333,1570.27,18,Thu,online_shopping,23.59,0,0,10,0
TXN131334,952.26,10,Sun,restaurant,0.97,0,0,54,0
TXN131335,897.95,16,Mon,fuel,6.85,1,0,38,0
TXN131336,897.5,19,Tue,online_shopping,16.25,1,0,103,0
TXN131337,868.29,17,Tue,fuel,2.25,1,0,18,0
TXN131338,1502.8,21,Thu,utilities,2.05,0,0,113,0
TXN131339,3181.05,14,Sat,atm,0.77,1,0,22,0
TXN131340,794.73,10,Wed,restaurant,25.6,0,0,34,0
TXN131341,1103.58,10,Thu,grocery,4.66,1,0,113,0
TXN131342,1339.48,14,Wed,online_shopping,1.81,1,1,58,0
TXN131343,761.59,13,Thu,grocery,1.93,0,0,8,0
TXN131344,1722.25,12,Wed,online_shopping,1.24,0,0,97,0
TXN131345,355.95,20,Wed,grocery,5.99,0,0,42,0
TXN131346,6694.37,16,Wed,online_shopping,8.14,0,0,69,0
TXN131347,1205.04,20,Tue,fuel,11.33,0,0,89,0
TXN131348,499.77,18,Sat,online_shopping,10.57,0,0,94,0
TXN131349,1015.52,10,Sun,fuel,1.03,1,0,60,0
TXN131350,1354.01,8,Sun,restaurant,2.04,0,0,116,0
TXN131351,1246.0,8,Thu,travel,48.56,3,0,75,0
TXN131352,2035.12,19,Fri,online_shopping,4.08,0,0,27,0
TXN131353,1363.89,14,Tue,restaurant,4.49,0,1,96,0
TXN131354,2989.17,21,Thu,restaurant,8.92,1,0,14,0
TXN131355,800.13,8,Mon,healthcare,21.47,1,0,76,0
TXN131356,17088.42,5,Mon,online_shopping,340.59,9,0,26,1
TXN131357,1161.67,18,Fri,healthcare,0.12,2,0,9,0
TXN131358,2438.94,19,Sun,restaurant,1.98,0,0,105,0
TXN131359,552.76,9,Mon,utilities,12.74,0,0,26,0
TXN131360,1169.36,16,Sat,grocery,0.45,0,0,84,0
TXN131361,6093.7,21,Tue,fuel,20.68,0,0,79,0
TXN131362,2421.89,9,Tue,grocery,8.27,0,0,8,0
TXN131363,1248.39,20,Sun,grocery,30.43,1,0,75,0
TXN131364,1501.85,20,Tue,travel,19.73,0,0,34,0
TXN131365,4152.37,16,Sat,grocery,7.12,1,0,17,0
TXN131366,1282.2,8,Mon,travel,16.03,0,0,61,0
TXN131367,1508.02,19,Sun,restaurant,4.71,0,0,53,0
TXN131368,1506.28,10,Sat,healthcare,1.4,0,0,92,0
TXN131369,916.41,9,Sun,grocery,17.38,0,0,116,0
TXN131370,1209.28,19,Thu,online_shopping,13.73,0,0,50,0
TXN131371,1561.79,12,Fri,healthcare,4.95,0,0,104,0
TXN131372,1355.54,17,Tue,grocery,15.07,1,0,54,0
TXN131373,2244.08,13,Mon,grocery,10.67,0,0,60,0
TXN131374,881.6,8,Fri,grocery,2.74,1,0,59,0
TXN131375,1731.72,11,Mon,restaurant,2.79,0,0,95,0
TXN131376,1125.47,21,Sat,utilities,7.65,0,0,56,0
TXN131377,3098.73,14,Thu,grocery,4.64,0,0,95,0
TXN131378,717.95,15,Mon,restaurant,9.9,0,0,98,0
TXN131379,824.81,16,Fri,grocery,11.92,0,0,96,0
TXN131380,665.0,13,Fri,grocery,3.17,0,0,41,0
TXN131381,2874.8,14,Fri,restaurant,16.67,0,0,10,0
TXN131382,1577.67,8,Thu,healthcare,21.7,0,0,48,0
TXN131383,2285.91,15,Sun,healthcare,9.22,0,0,102,0
TXN131384,1041.74,8,Fri,restaurant,5.45,0,0,50,0
TXN131385,1167.05,20,Thu,online_shopping,3.6,1,0,90,0
TXN131386,1239.95,17,Fri,online_shopping,9.93,0,0,117,0
TXN131387,917.65,9,Sat,grocery,22.96,0,0,114,0
TXN131388,1532.45,17,Tue,atm,6.3,1,0,67,0
TXN131389,1042.29,13,Tue,atm,2.63,0,0,96,0
TXN131390,1469.55,20,Mon,atm,29.0,0,0,8,0
TXN131391,590.21,20,Tue,utilities,12.9,0,0,82,0
TXN131392,1933.22,13,Sat,online_shopping,8.28,0,0,25,0
TXN131393,767.15,17,Sun,travel,0.4,0,0,58,0
TXN131394,533.44,8,Sun,utilities,15.75,0,0,86,0
TXN131395,416.78,14,Mon,online_shopping,11.83,0,0,101,0
TXN131396,1451.41,18,Sat,fuel,2.66,0,0,13,0
TXN131397,1495.62,19,Tue,fuel,16.43,0,0,41,0
TXN131398,1340.6,11,Wed,atm,4.81,0,0,76,0
TXN131399,3171.68,14,Tue,fuel,6.84,0,0,71,0
TXN131400,4793.15,18,Fri,utilities,10.3,0,0,60,0
TXN131401,887.27,17,Tue,grocery,4.07,1,0,98,0
TXN131402,565.59,14,Sun,grocery,1.55,1,0,110,0
TXN131403,1201.89,11,Sat,travel,2.44,1,0,21,0
TXN131404,1292.64,21,Wed,fuel,11.56,0,0,84,0
TXN131405,1773.87,16,Wed,restaurant,16.73,1,0,74,0
TXN131406,205.65,18,Wed,online_shopping,19.19,1,0,70,0
TXN131407,1791.53,13,Mon,fuel,3.24,0,0,39,0
TXN131408,3499.53,13,Wed,fuel,13.28,0,0,20,0
TXN131409,1991.26,14,Fri,grocery,4.04,0,0,53,0
TXN131410,6339.5,17,Tue,healthcare,31.53,0,0,102,0
TXN131411,1264.12,8,Wed,grocery,33.89,1,0,25,0
TXN131412,2110.17,19,Thu,fuel,3.48,0,0,87,0
TXN131413,499.84,21,Tue,travel,17.98,0,0,8,0
TXN131414,1489.12,10,Wed,online_shopping,10.58,1,0,98,0
TXN131415,2293.63,21,Tue,restaurant,4.46,0,0,80,0
TXN131416,492.51,15,Sun,atm,2.41,0,0,75,0
TXN131417,400.47,9,Thu,grocery,7.76,0,0,60,0
TXN131418,1599.21,10,Sun,restaurant,0.16,1,0,90,0
TXN131419,2198.48,21,Fri,restaurant,6.9,1,0,31,0
TXN131420,277.47,16,Wed,fuel,3.71,2,0,100,0
TXN131421,340.12,12,Thu,utilities,13.57,1,0,52,0
TXN131422,737.05,12,Mon,online_shopping,0.08,2,0,55,0
TXN131423,1535.01,15,Thu,online_shopping,20.27,0,0,69,0
TXN131424,1516.97,21,Fri,grocery,9.01,1,0,99,0
TXN131425,1108.04,21,Wed,atm,0.45,0,0,45,0
TXN131426,923.08,17,Sat,restaurant,25.03,0,0,34,0
TXN131427,1247.22,10,Mon,utilities,1.3,0,0,50,0
TXN131428,730.44,13,Sat,online_shopping,4.19,0,0,25,0
TXN131429,2583.01,17,Sun,fuel,6.7,1,0,88,0
TXN131430,593.99,9,Sun,online_shopping,0.83,1,0,107,0
TXN131431,2170.46,17,Mon,fuel,24.49,0,0,78,0
TXN131432,848.45,13,Sat,fuel,7.97,0,0,70,0
TXN131433,1296.62,18,Sat,online_shopping,12.17,1,0,17,0
TXN131434,1508.95,10,Mon,utilities,4.93,0,0,91,0
TXN131435,2096.82,13,Sun,online_shopping,7.14,1,0,104,0
TXN131436,4617.33,14,Sun,fuel,39.61,1,0,109,0
TXN131437,2828.93,18,Thu,utilities,4.9,0,0,35,0
TXN131438,1123.98,14,Wed,restaurant,15.22,1,0,26,0
TXN131439,1369.01,21,Fri,travel,18.11,1,0,9,0
TXN131440,369.57,14,Tue,restaurant,2.09,0,0,96,0
TXN131441,1448.94,21,Wed,online_shopping,21.4,1,0,46,0
TXN131442,453.18,16,Thu,atm,12.18,0,0,27,0
TXN131443,1672.66,20,Wed,restaurant,3.29,0,0,21,0
TXN131444,490.33,14,Sat,restaurant,7.88,0,0,109,0
TXN131445,1284.03,18,Thu,restaurant,6.23,0,0,25,0
TXN131446,2167.12,18,Fri,fuel,29.17,0,0,58,0
TXN131447,2301.84,9,Mon,restaurant,5.11,0,0,6,0
TXN131448,3412.65,21,Mon,restaurant,2.3,1,0,78,0
TXN131449,3550.95,11,Sat,grocery,4.36,0,0,13,0
TXN131450,33181.48,5,Thu,online_shopping,113.06,6,1,32,1
TXN131451,599.28,20,Fri,utilities,16.84,1,0,96,0
TXN131452,3999.84,14,Sun,utilities,19.59,1,0,74,0
TXN131453,548.04,16,Tue,fuel,38.99,0,0,104,0
TXN131454,1211.37,21,Thu,grocery,5.99,0,0,12,0
TXN131455,4630.35,21,Sat,fuel,2.76,0,0,40,0
TXN131456,2759.73,21,Mon,travel,26.98,0,0,19,0
TXN131457,2003.09,17,Thu,grocery,6.45,0,0,66,0
TXN131458,1589.39,20,Mon,utilities,2.23,2,0,92,0
TXN131459,1245.29,16,Sat,atm,17.06,0,0,118,0
TXN131460,900.22,14,Wed,online_shopping,10.37,1,0,95,0
TXN131461,1273.09,10,Sun,restaurant,2.51,1,0,16,0
TXN131462,1824.02,8,Fri,utilities,0.54,0,0,50,0
TXN131463,4138.78,14,Thu,utilities,9.1,1,0,70,0
TXN131464,963.9,20,Mon,online_shopping,9.03,1,0,21,0
TXN131465,522.34,16,Thu,grocery,7.29,0,0,93,0
TXN131466,1894.97,20,Mon,utilities,1.68,1,0,46,0
TXN131467,897.2,14,Sat,grocery,19.37,0,0,40,0
TXN131468,735.19,18,Sun,fuel,3.37,1,0,56,0
TXN131469,695.62,15,Wed,travel,2.3,1,0,32,0
TXN131470,2414.79,20,Mon,utilities,1.07,0,0,40,0
TXN131471,925.44,12,Mon,atm,3.84,2,0,58,0
TXN131472,922.05,8,Thu,online_shopping,11.7,0,0,42,0
TXN131473,720.92,9,Thu,atm,4.35,0,0,55,0
TXN131474,1233.17,10,Mon,grocery,3.83,0,0,72,0
TXN131475,1981.76,18,Sun,travel,7.67,0,0,109,0
TXN131476,701.72,11,Sat,restaurant,8.35,0,0,62,0
TXN131477,1822.79,21,Mon,utilities,13.28,0,0,102,0
TXN131478,329.14,9,Sun,restaurant,43.89,0,1,108,0
TXN131479,2068.67,19,Wed,utilities,4.91,1,0,63,0
TXN131480,797.9,10,Fri,online_shopping,7.22,1,0,50,0
TXN131481,626.67,13,Sat,healthcare,11.78,0,0,91,0
TXN131482,698.66,8,Sun,healthcare,3.84,0,0,52,0
TXN131483,1854.19,18,Sat,restaurant,10.48,1,0,101,0
TXN131484,1170.66,11,Tue,travel,11.89,0,0,108,0
TXN131485,2655.81,13,Sun,grocery,16.25,0,0,115,0
TXN131486,2334.36,13,Sat,online_shopping,4.79,0,0,62,0
TXN131487,3511.85,20,Sun,online_shopping,6.05,0,0,97,0
TXN131488,1392.53,11,Fri,fuel,1.89,0,0,78,0
TXN131489,726.33,9,Wed,fuel,3.39,1,0,36,0
TXN131490,2413.78,17,Sat,atm,6.08,0,0,31,0
TXN131491,956.48,21,Sat,grocery,1.39,0,0,52,0
TXN131492,780.88,10,Mon,fuel,6.81,0,0,65,0
TXN131493,873.98,9,Mon,online_shopping,0.02,0,0,21,0
TXN131494,659.23,21,Sat,restaurant,10.03,2,0,16,0
TXN131495,1757.8,21,Wed,grocery,4.27,0,0,23,0
TXN131496,515.22,11,Fri,restaurant,16.63,1,0,48,0
TXN131497,1410.35,10,Tue,restaurant,0.67,0,0,86,0
TXN131498,2727.44,21,Wed,utilities,6.23,0,0,56,0
TXN131499,4327.72,11,Sun,fuel,2.98,0,0,54,0
TXN131500,1514.73,12,Fri,utilities,11.0,0,0,22,0
TXN131501,2648.89,18,Mon,fuel,5.51,0,0,52,0
TXN131502,1000.02,12,Thu,restaurant,20.94,1,0,51,0
TXN131503,426.51,15,Mon,online_shopping,13.89,1,0,92,0
TXN131504,309.41,20,Thu,fuel,1.81,1,0,109,0
TXN131505,1527.92,13,Mon,utilities,4.87,0,0,86,0
TXN131506,673.25,18,Sun,restaurant,3.05,1,0,63,0
TXN131507,871.93,16,Tue,grocery,2.63,0,0,8,0
TXN131508,554.27,15,Sun,fuel,3.74,1,0,81,0
TXN131509,1037.5,15,Fri,utilities,11.6,1,0,71,0
TXN131510,3148.24,12,Thu,utilities,4.45,0,0,70,0
TXN131511,1653.67,14,Mon,online_shopping,7.12,1,0,79,0
TXN131512,545.52,19,Wed,fuel,19.83,1,0,113,0
TXN131513,2772.71,20,Mon,utilities,11.62,0,0,105,0
TXN131514,5421.3,3,Wed,online_shopping,248.56,10,0,22,1
TXN131515,1204.03,15,Sun,utilities,0.24,1,0,82,0
TXN131516,880.05,9,Thu,fuel,4.58,0,0,28,0
TXN131517,1221.3,18,Sun,restaurant,3.56,0,0,101,0
TXN131518,1248.81,20,Fri,grocery,0.43,0,0,105,0
TXN131519,1856.13,19,Tue,online_shopping,7.09,0,0,60,0
TXN131520,716.31,17,Sun,restaurant,25.22,0,0,71,0
TXN131521,2379.35,13,Tue,healthcare,1.41,1,0,104,0
TXN131522,552.61,19,Sun,grocery,3.92,1,0,91,0
TXN131523,732.82,21,Sat,fuel,4.61,0,0,83,0
TXN131524,711.32,14,Tue,grocery,26.37,1,0,25,0
TXN131525,2324.17,14,Thu,grocery,0.73,1,0,13,0
TXN131526,1992.83,17,Fri,healthcare,2.41,1,0,69,0
TXN131527,2044.74,12,Wed,fuel,6.74,0,0,24,0
TXN131528,375.64,17,Sat,grocery,15.84,1,0,45,0
TXN131529,3465.13,21,Mon,restaurant,10.67,0,0,44,0
TXN131530,2148.96,19,Sun,restaurant,18.1,0,0,75,0
TXN131531,847.54,14,Mon,travel,0.43,1,0,49,0
TXN131532,2816.81,11,Sun,utilities,16.28,0,0,56,0
TXN131533,864.04,8,Sat,grocery,29.15,2,0,115,0
TXN131534,2185.41,14,Tue,utilities,28.38,0,0,117,0
TXN131535,900.47,19,Sun,fuel,14.71,4,0,102,0
TXN131536,1343.98,18,Sat,grocery,0.14,0,0,72,0
TXN131537,1998.76,20,Mon,grocery,5.84,0,1,73,0
TXN131538,1395.45,19,Sun,restaurant,4.43,1,0,15,0
TXN131539,2899.89,19,Mon,online_shopping,4.61,0,0,28,0
TXN131540,2050.75,19,Sun,online_shopping,0.71,0,0,20,0
TXN131541,4911.03,12,Fri,online_shopping,7.32,0,0,80,0
TXN131542,1629.55,9,Sat,fuel,3.25,1,0,38,0
TXN131543,1135.34,8,Sat,healthcare,1.93,0,0,22,0
TXN131544,741.85,16,Thu,grocery,3.53,1,0,10,0
TXN131545,1547.33,11,Sun,grocery,24.93,1,0,43,0
TXN131546,601.38,10,Wed,grocery,16.17,1,0,64,0
TXN131547,2624.17,11,Mon,grocery,14.58,0,0,67,0
TXN131548,387.09,8,Tue,restaurant,1.37,0,0,8,0
TXN131549,344.54,21,Mon,grocery,24.55,0,0,93,0
TXN131550,1447.67,17,Fri,grocery,0.45,0,1,60,0
TXN131551,3086.78,14,Fri,grocery,10.53,0,0,99,0
TXN131552,1814.8,12,Sun,fuel,28.25,0,0,112,0
TXN131553,2765.73,10,Wed,fuel,11.7,2,0,109,0
TXN131554,1403.72,10,Tue,atm,15.02,0,0,52,0
TXN131555,2521.52,21,Thu,online_shopping,0.08,0,0,75,0
TXN131556,1172.41,10,Thu,fuel,5.17,1,0,112,0
TXN131557,553.58,9,Thu,restaurant,21.82,0,0,83,0
TXN131558,922.23,11,Thu,atm,9.11,0,0,112,0
TXN131559,5663.34,13,Wed,grocery,5.86,0,0,65,0
TXN131560,1226.86,11,Sat,atm,4.54,0,0,36,0
TXN131561,2014.6,19,Tue,utilities,3.3,1,0,12,0
TXN131562,1943.33,17,Sat,grocery,8.3,1,0,83,0
TXN131563,1453.15,10,Thu,grocery,3.06,0,0,80,0
TXN131564,2205.63,14,Tue,fuel,23.48,1,0,26,0
TXN131565,3772.68,10,Sat,grocery,2.07,0,0,97,0
TXN131566,1678.17,20,Mon,grocery,2.25,1,0,67,0
TXN131567,744.82,17,Sat,fuel,1.31,0,0,18,0
TXN131568,1676.9,10,Wed,online_shopping,12.4,0,1,49,0
TXN131569,785.34,13,Sun,online_shopping,3.22,0,0,16,0
TXN131570,965.13,20,Mon,online_shopping,7.02,0,0,16,0
TXN131571,1336.31,9,Tue,restaurant,8.16,0,0,63,0
TXN131572,1753.69,15,Mon,atm,0.36,0,0,72,0
TXN131573,6094.65,12,Tue,fuel,41.2,1,0,19,0
TXN131574,607.65,16,Sat,online_shopping,4.22,0,0,56,0
TXN131575,1495.59,19,Fri,atm,14.52,3,0,6,0
TXN131576,1329.65,13,Tue,restaurant,6.35,0,0,77,0
TXN131577,842.15,13,Fri,restaurant,25.25,0,0,90,0
TXN131578,1328.14,11,Wed,online_shopping,0.74,1,0,56,0
TXN131579,1343.5,11,Mon,online_shopping,23.16,0,0,13,0
TXN131580,1087.84,21,Tue,grocery,2.52,0,0,66,0
TXN131581,1762.39,10,Wed,utilities,6.34,0,0,103,0
TXN131582,859.44,19,Sat,restaurant,3.4,1,0,22,0
TXN131583,675.54,8,Wed,online_shopping,7.91,0,0,48,0
TXN131584,1003.37,8,Tue,restaurant,4.22,0,0,6,0
TXN131585,422.54,20,Sun,utilities,0.74,0,0,9,0
TXN131586,1661.42,10,Wed,online_shopping,2.55,0,0,27,0
TXN131587,1063.05,8,Wed,online_shopping,0.01,0,0,97,0
TXN131588,696.96,10,Wed,grocery,12.59,1,0,93,0
TXN131589,839.34,17,Fri,restaurant,9.18,0,0,105,0
TXN131590,1624.04,20,Mon,utilities,8.62,0,0,44,0
TXN131591,2173.01,9,Tue,grocery,2.81,2,0,17,0
TXN131592,2104.51,8,Thu,utilities,5.4,1,0,23,0
TXN131593,891.63,21,Wed,healthcare,16.89,0,1,12,0
TXN131594,867.22,21,Fri,fuel,10.3,1,0,83,0
TXN131595,1689.83,19,Tue,utilities,3.74,0,0,115,0
TXN131596,1173.11,21,Wed,utilities,36.35,0,0,44,0
TXN131597,493.3,21,Sun,grocery,13.62,0,0,46,0
TXN131598,2928.13,16,Fri,online_shopping,8.88,2,0,64,0
TXN131599,934.35,16,Tue,grocery,13.09,1,0,30,0
TXN131600,1574.94,12,Tue,travel,14.2,0,0,33,0
TXN131601,1339.9,9,Sun,fuel,10.97,1,0,17,0
TXN131602,568.38,10,Tue,utilities,5.83,1,0,52,0
TXN131603,2406.24,10,Sun,atm,10.84,0,0,110,0
TXN131604,2202.83,20,Fri,restaurant,0.56,0,0,93,0
TXN131605,1425.11,11,Tue,grocery,21.35,1,0,31,0
TXN131606,1661.85,16,Wed,grocery,7.88,0,0,48,0
TXN131607,678.77,18,Fri,online_shopping,0.5,1,0,28,0
TXN131608,2489.03,11,Sat,grocery,0.57,0,0,110,0
TXN131609,4421.8,8,Wed,online_shopping,5.37,1,0,84,0
TXN131610,1161.32,13,Sun,utilities,2.03,0,0,62,0
TXN131611,705.48,13,Tue,utilities,4.65,0,0,76,0
TXN131612,610.39,11,Sun,restaurant,3.18,0,0,70,0
TXN131613,1970.16,11,Wed,restaurant,2.66,1,0,49,0
TXN131614,2285.75,8,Fri,fuel,4.93,2,0,26,0
TXN131615,917.72,19,Mon,grocery,27.41,1,0,90,0
TXN131616,1156.02,21,Wed,restaurant,49.55,0,0,21,0
TXN131617,1523.19,15,Wed,online_shopping,2.03,0,0,31,0
TXN131618,1378.74,19,Mon,utilities,4.64,0,1,96,0
TXN131619,293.06,14,Sat,utilities,11.93,0,0,7,0
TXN131620,2722.53,12,Sat,utilities,15.3,0,0,51,0
TXN131621,938.38,18,Sun,fuel,11.25,1,0,65,0
TXN131622,314.03,11,Thu,fuel,19.8,0,0,6,0
TXN131623,1866.22,18,Fri,utilities,8.68,0,0,38,0
TXN131624,1132.05,15,Sun,grocery,6.48,0,0,68,0
TXN131625,1281.23,21,Sat,travel,8.49,2,0,47,0
TXN131626,3120.51,17,Fri,healthcare,28.94,0,0,33,0
TXN131627,5207.65,21,Thu,atm,19.88,0,0,57,0
TXN131628,844.68,17,Wed,online_shopping,4.05,0,0,21,0
TXN131629,965.67,18,Fri,utilities,5.26,1,0,56,0
TXN131630,725.89,19,Fri,restaurant,0.36,0,0,89,0
TXN131631,618.66,11,Wed,atm,3.1,1,0,86,0
TXN131632,1539.78,15,Sat,grocery,0.43,0,0,76,0
TXN131633,863.06,12,Wed,grocery,0.49,0,0,43,0
